"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"700490","Drawn glass in sheets, clear","Los demas vidrios","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.37886","335","Decreció mucho / Decreció mucho","5877410.49180","0.00000","0.00000","-1.79074","-0.94407","0","-1.30444","-0.94515","-0.61734","","s.d.","s.d.","0.08530"
"700510","Float glass sheets, reflecting layer","Lunas sin armar con capa absorbente o reflectante, de vidrio flotado,","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.16324","2211","Creció / Se mantuvo","8395680.26776","0.00000","0.00000","0.60834","0.81190","0","0.60454","0.57021","0.58866","","s.d.","s.d.","0.08530"
"700521","Float glass sheets, coloured","Lunas sin armar, de vidrio, coloreadas en masa, opacificada, desbastad","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.09100","2310","Creció / Creció","6734047.58743","0.00000","0.00000","-0.01541","1.80665","0","0.35964","0.46139","0.83112","","s.d.","s.d.","0.08530"
"700529","Float glass sheets, non-wired, clear","Las demas lunas sin armar, de vidrio flotado, desbastado o pulido.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.23375","2822","Creció / Decreció","12186273.78142","0.00000","0.00000","0.33358","0.28337","0","0.26680","0.20756","0.16915","","s.d.","s.d.","0.08530"
"700530","Float glass sheets, wired","Lunas armadas, de vidrio flotado, desbastado o pulido.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.36816","3015","Decreció / Decreció","228355.81148","0.00000","0.00000","0.68270","-1.11262","0","0.21855","0.02370","-0.38791","","s.d.","s.d.","0.08530"
"700600","Cast/drawn/float glass sheet, edged/bent","Vidrio de las partidas 70.03, 70.04 o 70.05, curvado, biselado, grabad","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.31039","406","Creció mucho / Creció","15117106.18306","0.00000","0.00000","-1.78573","-0.46477","0","-1.21193","-0.83627","-0.41727","","s.d.","s.d.","0.08530"
"700711","Tempered safety glass for vehicles/aircraft","Vidrio templado de seguridad con dimensiones y formatos que permitan s","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.46572","1678","Decreció / Decreció","13676102.88525","97.44168","0.00158","0.32195","1.26176","0","0.52428","0.58565","0.78080","","s.d.","s.d.","0.08530"
"700719","Tempered safety glass, non-vehicle use","Los demas vidrios de seguridad, templados","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.08564","2574","Creció mucho / Creció mucho","15561452.59836","0.00000","0.00000","-0.32189","0.05572","0","-0.22275","-0.18024","-0.09290","","s.d.","s.d.","0.08530"
"700721","Laminated safety glass for vehicles/aircraft","Vidrios de seguridad laminado de dimiensiones y formatos que permitan","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.43970","1714","Creció / Decreció","18104543.92077","0.00000","0.00000","0.32524","1.37728","0","0.54709","0.61114","0.82727","","s.d.","s.d.","0.08530"
"700729","Laminated safety glass, non-vehicle use","Los demas vidrios laminados de seguridad","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.55065","1538","Creció / Creció","5956937.20492","0.00000","0.00000","0.39858","1.40486","0","0.61504","0.68056","0.88942","","s.d.","s.d.","0.08530"
"700800","Multiple-walled insulating glass","Vidrierias aislantes de paredes multiples.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.87616","981","Creció mucho / Creció","10477940.20492","0.00000","0.00000","0.83315","1.05430","0","0.88168","0.89704","0.94342","","s.d.","s.d.","0.08530"
"700910","Rear-view mirrors","Espejos retrovisores para vehiculos","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.41751","305","Creció mucho / Creció","23295035.45902","0.00000","0.00000","-0.60534","-0.61568","0","-0.40512","-0.20335","-0.10428","","s.d.","s.d.","0.08530"
"700991","Glass mirrors, unframed","Espejos de vidrio, sin marco","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.26545","2857","Creció / Creció","4205506.97814","0.00000","0.00000","0.11200","0.70135","0","0.19213","0.18385","0.28284","","s.d.","s.d.","0.08530"
"700992","Glass mirrors, framed","Espejos retrovisores con marco, para vehiculos","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.14122","2667","Creció mucho / Creció","9930104.40984","73.41643","0.00178","-0.40575","-0.07120","0","-0.31239","-0.26921","-0.18907","","s.d.","s.d.","0.08530"
"701010","Ampoules of glass for conveyance/packing","Ampollas para inyectables","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.10947","2616","Decreció / Decreció","721960.45082","0.00000","0.00000","0.85892","0.83303","0","0.75690","0.65877","0.60517","","s.d.","s.d.","0.08530"
"701090","Glass containers for packing goods","Bombonas damajuanas, botellas, frascos, bocales, tarros, envases tubulares y demás recipie","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.50375","3200","Creció mucho / Creció mucho","38881798.28415","682.78748","0.00269","1.10041","0.51749","0","0.82341","0.63385","0.43706","","s.d.","s.d.","0.08530"
"701110","Glass bulbs & tubes for lighting","Ampolletas y envolturas tubulares de vidrio abiertas, para alumbrado e","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.03127","2498","Decreció / Decreció","534897.16120","0.00000","0.00000","-0.36041","0.60994","0","-0.13343","-0.05200","0.15853","","s.d.","s.d.","0.08530"
"701120","Glass envelopes for cathode-ray tubes","Ampollas y envolturas tubulares, de vidrio, para tubos catodicos.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.29557","425","Decreció / Decreció","46405.99727","0.00000","0.00000","-1.27200","-0.13196","0","-0.78723","-0.47347","-0.11709","","s.d.","s.d.","0.08530"
"701190","Glass envelopes, not lighting or cathode-ray","Las demas ampollas y envolturas tubulares, abiertas y sus partes, de v","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.21352","2116","Decreció / Decreció","266350.60109","0.00000","0.00000","0.00947","1.58902","0","0.34579","0.44517","0.77128","","s.d.","s.d.","0.08530"
"701310","Glass-ceramic kitchenware","Objetos de vitroceramica, para el servicio de mesa, cocina, oficina y","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.32011","2945","Decreció / Decreció","1610599.72404","0.00000","0.00000","-0.05109","0.31910","0","-0.00395","-0.01235","0.04824","","s.d.","s.d.","0.08530"
"701321","Drinking glasses of lead crystal","Articulos de cristal al plomo, para beber, excepto de vitroceramica.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.07765","2330","Decreció / Decreció","1122094.05738","0.02574","0.00001","0.40513","0.47759","0","0.38687","0.35775","0.35587","","s.d.","s.d.","0.08530"
"701329","Drinking glasses, not lead crystal","Los demas articulos de vidrio para beber (vasos, copas, etc.)","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.47976","1656","Creció / Decreció","21088635.65847","4468.58356","0.05649","-0.37717","1.68809","0","0.12157","0.31053","0.76643","","s.d.","s.d.","0.08530"
"701331","Lead crystal kitchen glass, not drinking","Objetos para el servicio de mesa, excepto los articulos para beber, de","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.30367","1940","Decreció / Decreció","636870.24044","0.00000","0.00000","0.11563","0.59519","0","0.23035","0.27313","0.37844","","s.d.","s.d.","0.08530"
"701332","Pyrex, low expansion glass kitchenware","Objetos p. servicio mesa o cocina, de vidrio coef. dilatac. inf. 5x10-","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.20350","2779","Creció / Decreció","2547968.49454","3.22519","0.00030","-0.56943","0.20313","0","-0.37832","-0.30310","-0.13029","","s.d.","s.d.","0.08530"
"701339","Glass kitchenware","Los demas objetos de vidrio para el servicio de mesa","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18119","2735","Creció / Decreció","13186135.27596","15.24840","0.00027","-0.24009","0.91549","0","-0.00308","0.06059","0.29465","","s.d.","s.d.","0.08530"
"701391","Lead crystal glassware, not kitchenware","Los demas objetos de cristal al plomo para tocador, oficina o similare","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.07602","2335","Decreció / Decreció","976303.62295","0.00000","0.00000","0.34694","0.27735","0","0.30593","0.27536","0.24789","","s.d.","s.d.","0.08530"
"701399","Glassware, not kitchenware","Los demas objetos de vidrio para el servicio de tocador, oficina o sim","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.33609","1887","Decreció / Decreció","11612066.56557","602.65864","0.01299","-0.34173","1.56195","0","0.10679","0.26975","0.68438","","s.d.","s.d.","0.08530"
"701400","Signalling glassware","Vidrio para senalizacion y elementos de optica de vidrio (excepto los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.28469","438","Se mantuvo / Decreció","4041681.54372","0.00000","0.00000","-1.32879","1.70500","0","-0.46068","-0.04764","0.68979","","s.d.","s.d.","0.08530"
"701510","Glasses for corrective spectacles, unworked","Cristales para gafas correctoras.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.30531","1935","Decreció / Decreció","364339.73770","0.00000","0.00000","-1.76085","-0.55233","0","-1.31253","-1.04549","-0.70048","","s.d.","s.d.","0.08530"
"701590","Clock or watch glasses","Los demas cristales para relojes y cristales analogos, sin trabajar op","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.50862","1616","Decreció / Decreció","745214.11749","0.00000","0.00000","-1.58884","-0.04558","0","-1.07045","-0.78354","-0.37001","","s.d.","s.d.","0.08530"
"701610","Glass cubes, mosaic tiles","Cubos, dados y similares de vidrio, incluso con soporte, para mosaicos","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.43018","3106","Decreció mucho / Decreció","3511665.11749","0.00000","0.00000","-1.15961","-0.02215","0","-0.85918","-0.72936","-0.46540","","s.d.","s.d.","0.08530"
"701690","Glass blocks, bricks, tiles","Los demas articulos de vidrio prensados o mldeados para la construccio","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.03998","2396","Se mantuvo / Decreció","2791553.78962","0.00000","0.00000","-0.64860","0.14070","0","-0.42188","-0.31356","-0.12127","","s.d.","s.d.","0.08530"
"701710","Fused quartz lab, hygienic glasswear","Articulos de cuarzo o de otras silices fundidos, p. laboratorio, higie","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","2.01065","37","Creció / Creció","1188909.87978","0.00000","0.00000","-0.95572","-0.40991","0","-0.54992","-0.22599","0.03149","","s.d.","s.d.","0.08530"
"701720","Low expansion lab, hygienic glasswear","Articulos de los demas vidrios coef. dilat. lineal inf. 5x10-6 por kel","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.49817","241","Creció / Creció","2043363.96448","0.00000","0.00000","-0.65475","0.41884","0","-0.22474","0.04423","0.36659","","s.d.","s.d.","0.08530"
"701790","Lab, hygienic pharmaceutical glassware","Los demas articulos de vidrio para laboratorio, higiene o farmacia.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.94948","882","Creció / Creció","2997211.92896","0.00000","0.00000","-0.05209","0.98405","0","0.25529","0.40726","0.66456","","s.d.","s.d.","0.08530"
"701810","Ornamental glass beads, stones","Cuentas de vidrio, imitaciones perlas finas, piedras preciosas y simil","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.35764","1846","Decreció / Decreció","5537474.14481","0.00000","0.00000","-1.13694","-0.61648","0","-0.88339","-0.70791","-0.52909","","s.d.","s.d.","0.08530"
"701820","Glass microspheres","Microesferas de vidrio con un diametro inferior o igual a 1 mm.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.58104","1480","Creció / Creció","-484962.01639","3.46708","0.00049","0.09488","0.66343","0","0.25721","0.33425","0.47227","","s.d.","s.d.","0.08530"
"701890","Articles of glass, not jewellery","Ojos de vidrio; estatuillas y demas objetos de ornamentacion de vidrio","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.23841","2829","Decreció / Decreció","2689306.30601","0.00000","0.00000","-0.85983","-1.35508","0","-0.89674","-0.85936","-0.92734","","s.d.","s.d.","0.08530"
"701910","Glass slivers, chopped strands","Astillas de vidrio, hebras picadas","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.77331","1155","Creció / Decreció","20019529.81148","0.00000","0.00000","-0.91217","0.67920","0","-0.42535","-0.17723","0.22532","","s.d.","s.d.","0.08530"
"701920","Woven fabric of glass","Tela tejida de vidrio","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.57528","1489","Creció / Creció","14290067.46995","11.32229","0.00021","-0.03281","1.20720","0","0.27600","0.39881","0.67722","","s.d.","s.d.","0.11748"
"701931","Mats of glass fibres","Mats, de fibra de vidrio.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.79011","1124","Creció / Se mantuvo","4456808.86066","0.00000","0.00000","-0.43875","1.58117","0","0.08812","0.31200","0.77743","","s.d.","s.d.","0.08530"
"701932","Thin sheets of glass fibres","Velos, de fibra de vidrio.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.38340","329","Creció / Creció","4781380.16667","1.99387","0.00011","-0.33905","0.83764","0","0.06853","0.29961","0.62107","","s.d.","s.d.","0.08530"
"701939","Webs, nonwoven fibreglass products","Los demas velos, napas, colchones, paneles y productos similares sin t","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.47267","1669","Creció / Creció","8136006.06557","0.00000","0.00000","0.60042","0.93108","0","0.65378","0.65753","0.71728","","s.d.","s.d.","0.08530"
"701990","Glass fibres & wool","Las demas fibras de vidrio (incluida la lana de vidrio) y manufacturas","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.12018","2279","Creció mucho / Creció","15499155.34426","83.77193","0.00123","0.20869","0.54277","0","0.26665","0.27451","0.33690","","s.d.","s.d.","0.08530"
"702000","Articles of glass, nes","Las demas manufacturas de vidrio","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.65220","1364","Creció mucho / Creció mucho","22751591.82240","0.00012","0.00000","-0.68580","1.52837","0","-0.10916","0.13534","0.64508","","s.d.","s.d.","0.08530"
